session_id,timestamp,screen_x,screen_y
7b104b7b,1739020220.762084,1548,538
7b104b7b,1739020220.7941089,1548,538
7b104b7b,1739020220.826059,1565,530
7b104b7b,1739020220.857867,1535,538
7b104b7b,1739020220.890623,1535,535
7b104b7b,1739020220.922394,1641,750
7b104b7b,1739020220.9543722,1577,636
7b104b7b,1739020220.9860868,1335,640
7b104b7b,1739020221.018872,1364,542
7b104b7b,1739020221.050487,1347,542
7b104b7b,1739020221.082022,1347,506
7b104b7b,1739020221.114815,1309,538
7b104b7b,1739020221.146194,1347,506
7b104b7b,1739020221.17788,1347,506
7b104b7b,1739020221.2100108,1347,506
7b104b7b,1739020221.243056,1392,502
7b104b7b,1739020221.274747,1433,544
7b104b7b,1739020221.306752,1589,501
7b104b7b,1739020221.3397162,1551,501
7b104b7b,1739020221.37111,1596,479
7b104b7b,1739020221.4070668,1615,483
7b104b7b,1739020221.440286,1606,533
7b104b7b,1739020221.4715898,1525,514
7b104b7b,1739020221.50132,1592,150
7b104b7b,1739020221.534244,1622,370
7b104b7b,1739020221.56796,1605,215
7b104b7b,1739020221.604917,1585,448
7b104b7b,1739020221.634772,1609,352
7b104b7b,1739020221.669735,1585,447
7b104b7b,1739020221.702288,1542,483
7b104b7b,1739020221.738987,1573,201
7b104b7b,1739020221.7725708,1515,239
7b104b7b,1739020221.807957,1566,265
7b104b7b,1739020221.837431,1575,171
7b104b7b,1739020221.8703701,1595,360
7b104b7b,1739020221.902909,1633,235
7b104b7b,1739020221.936064,1568,111
7b104b7b,1739020221.9689448,1601,387
7b104b7b,1739020222.002213,1582,213
7b104b7b,1739020222.035872,1618,333
7b104b7b,1739020222.071918,1570,101
7b104b7b,1739020222.103489,1615,109
7b104b7b,1739020222.1390872,1641,109
7b104b7b,1739020222.171343,1615,109
7b104b7b,1739020222.209686,1622,104
7b104b7b,1739020222.238692,1636,61
7b104b7b,1739020222.275226,1599,109
7b104b7b,1739020222.326463,1655,104
7b104b7b,1739020222.3728251,1564,144
7b104b7b,1739020222.403125,1564,144
7b104b7b,1739020222.440355,1572,111
7b104b7b,1739020222.473194,1572,107
7b104b7b,1739020222.507311,1615,111
7b104b7b,1739020222.540156,1592,111
7b104b7b,1739020222.572876,1572,111
7b104b7b,1739020222.608194,1615,111
7b104b7b,1739020222.640787,1560,153
7b104b7b,1739020222.674855,1560,153
7b104b7b,1739020222.7069921,1601,153
7b104b7b,1739020222.741666,1560,153
7b104b7b,1739020222.771059,1572,151
7b104b7b,1739020222.806219,1518,108
7b104b7b,1739020222.8426208,1538,175
7b104b7b,1739020222.8735738,1478,137
7b104b7b,1739020222.9076009,1538,103
7b104b7b,1739020222.940613,1526,146
7b104b7b,1739020222.973547,1526,108
7b104b7b,1739020223.007663,1526,151
7b104b7b,1739020223.041226,1624,108
7b104b7b,1739020223.075003,1577,103
7b104b7b,1739020223.1054919,1644,220
7b104b7b,1739020223.142401,1585,388
7b104b7b,1739020223.173572,1549,463
7b104b7b,1739020223.21026,1542,503
7b104b7b,1739020223.239857,1539,534
7b104b7b,1739020223.271573,1415,194
7b104b7b,1739020223.309609,1620,194
7b104b7b,1739020223.338357,1607,194
7b104b7b,1739020223.380011,1669,651
7b104b7b,1739020223.404274,1402,194
7b104b7b,1739020223.444041,1386,194
7b104b7b,1739020223.472129,1386,194
7b104b7b,1739020223.510751,1389,320
7b104b7b,1739020223.53841,1399,320
7b104b7b,1739020223.576001,1391,353
7b104b7b,1739020223.607317,1617,1040
7b104b7b,1739020223.641113,1607,1038
7b104b7b,1739020223.6739352,1385,442
7b104b7b,1739020223.707881,1655,1028
7b104b7b,1739020223.741378,1572,1028
7b104b7b,1739020223.771318,1508,1012
7b104b7b,1739020223.806933,1655,1028
7b104b7b,1739020223.8425322,1620,1028
7b104b7b,1739020223.875288,1607,1028
