timestamp,screenshot_path
1739025225.172225,screenshots/screenshot_2025-02-08_09-33-45.png
1739025235.1941519,screenshots/screenshot_2025-02-08_09-33-55.png
1739025245.212008,screenshots/screenshot_2025-02-08_09-34-05.png
1739025255.293003,screenshots/screenshot_2025-02-08_09-34-15.png
1739025265.312994,screenshots/screenshot_2025-02-08_09-34-25.png
