session_id,timestamp,screen_x,screen_y
22553f7c,1739043653.84626,680,455
22553f7c,1739043653.91474,674,455
22553f7c,1739043653.973075,667,294
22553f7c,1739043654.065449,560,198
22553f7c,1739043654.227488,547,198
22553f7c,1739043654.291337,547,198
22553f7c,1739043654.3597581,538,196
22553f7c,1739043654.406185,523,196
22553f7c,1739043654.4896939,523,161
22553f7c,1739043654.535313,538,194
22553f7c,1739043654.624427,538,227
22553f7c,1739043654.717816,548,241
22553f7c,1739043654.818932,494,230
22553f7c,1739043654.9205818,498,193
22553f7c,1739043655.014555,383,239
22553f7c,1739043655.090857,365,350
22553f7c,1739043655.137436,353,294
22553f7c,1739043655.189325,365,287
22553f7c,1739043655.2760599,264,483
22553f7c,1739043655.358096,262,485
22553f7c,1739043655.444736,262,485
22553f7c,1739043655.524649,261,319
22553f7c,1739043655.5584881,253,375
22553f7c,1739043655.597611,365,576
22553f7c,1739043655.6420832,267,576
22553f7c,1739043655.6839502,356,337
22553f7c,1739043655.7286222,351,322
22553f7c,1739043655.77877,351,337
22553f7c,1739043655.821861,360,508
22553f7c,1739043655.866612,351,337
22553f7c,1739043655.912854,351,433
22553f7c,1739043655.9663842,257,337
22553f7c,1739043656.04745,351,337
22553f7c,1739043656.127537,358,222
22553f7c,1739043656.211004,267,562
22553f7c,1739043656.238987,252,404
22553f7c,1739043656.283819,255,201
22553f7c,1739043656.324054,561,160
22553f7c,1739043656.3754802,661,98
22553f7c,1739043656.410075,656,75
22553f7c,1739043656.457414,867,106
22553f7c,1739043656.501415,977,117
22553f7c,1739043656.541736,1171,124
22553f7c,1739043656.5846348,1440,47
22553f7c,1739043656.6287,1483,25
22553f7c,1739043656.677369,1489,128
22553f7c,1739043656.719597,1427,217
22553f7c,1739043656.761164,1449,135
22553f7c,1739043656.8042948,1436,148
22553f7c,1739043656.8509262,1406,170
22553f7c,1739043656.890835,1429,271
22553f7c,1739043656.936186,1429,276
22553f7c,1739043656.9773068,1426,276
22553f7c,1739043657.024161,1436,185
22553f7c,1739043657.0773592,1426,240
22553f7c,1739043657.12583,1432,476
22553f7c,1739043657.183158,1429,247
22553f7c,1739043657.274394,1414,156
22553f7c,1739043657.344884,1414,156
22553f7c,1739043657.426813,1419,276
22553f7c,1739043657.498515,1447,271
22553f7c,1739043657.5396569,1447,236
22553f7c,1739043657.5880792,1447,271
22553f7c,1739043657.6254919,1457,284
22553f7c,1739043657.66979,1457,153
22553f7c,1739043657.7144551,1452,189
22553f7c,1739043657.756366,1457,153
22553f7c,1739043657.8024719,1456,236
22553f7c,1739043657.841675,1461,236
22553f7c,1739043657.8866339,1461,236
22553f7c,1739043657.929425,1571,410
22553f7c,1739043657.9714339,1591,411
22553f7c,1739043658.01935,1591,408
22553f7c,1739043658.058679,1591,551
22553f7c,1739043658.108393,1599,580
22553f7c,1739043658.155025,1577,582
22553f7c,1739043658.199146,1569,529
22553f7c,1739043658.244951,1647,770
22553f7c,1739043658.287745,1656,970
22553f7c,1739043658.3354728,1638,949
22553f7c,1739043658.382025,1618,933
22553f7c,1739043658.4255419,1617,917
22553f7c,1739043658.469755,1656,935
22553f7c,1739043658.5559208,1659,894
22553f7c,1739043658.6334772,1659,907
22553f7c,1739043658.666145,1638,945
22553f7c,1739043658.70692,1606,938
22553f7c,1739043658.7543428,1657,956
22553f7c,1739043658.793758,1657,934
22553f7c,1739043658.8375978,1639,940
22553f7c,1739043658.883051,1657,940
22553f7c,1739043658.92417,1654,940
22553f7c,1739043658.9860559,1617,950
22553f7c,1739043659.064985,1617,741
22553f7c,1739043659.099335,1611,726
22553f7c,1739043659.139932,1614,698
22553f7c,1739043659.187308,1614,606
22553f7c,1739043659.2370071,1611,339
22553f7c,1739043659.2853389,1584,676
22553f7c,1739043659.33911,1453,803
22553f7c,1739043659.4264371,1192,596
22553f7c,1739043659.499893,728,490
22553f7c,1739043659.528776,808,463
22553f7c,1739043659.5681012,661,442
22553f7c,1739043659.615711,681,488
22553f7c,1739043659.655385,690,503
22553f7c,1739043659.701206,670,723
22553f7c,1739043659.742819,521,665
22553f7c,1739043659.790782,574,661
22553f7c,1739043659.832556,504,540
22553f7c,1739043659.875222,155,501
22553f7c,1739043659.921115,7,518
22553f7c,1739043659.964245,31,517
22553f7c,1739043660.004961,45,557
22553f7c,1739043660.051949,33,506
22553f7c,1739043660.091462,90,545
22553f7c,1739043660.143222,37,842
22553f7c,1739043660.1926389,59,643
22553f7c,1739043660.2432718,49,839
22553f7c,1739043660.3397372,58,823
22553f7c,1739043660.408076,65,707
22553f7c,1739043660.4463308,58,807
22553f7c,1739043660.482881,104,984
22553f7c,1739043660.523536,78,985
22553f7c,1739043660.5715032,101,991
22553f7c,1739043660.6139789,77,540
22553f7c,1739043660.659136,71,1009
22553f7c,1739043660.709676,112,1013
22553f7c,1739043660.752747,231,1002
22553f7c,1739043660.7961311,195,1006
22553f7c,1739043660.840596,94,1021
22553f7c,1739043660.8790069,65,1066
22553f7c,1739043660.9260921,222,666
22553f7c,1739043660.980627,211,871
22553f7c,1739043661.0640981,57,1071
22553f7c,1739043661.146631,291,666
22553f7c,1739043661.2228422,244,666
22553f7c,1739043661.255662,78,871
22553f7c,1739043661.299247,222,624
22553f7c,1739043661.3428621,97,627
22553f7c,1739043661.3881578,73,627
22553f7c,1739043661.430603,78,861
22553f7c,1739043661.474883,105,611
22553f7c,1739043661.516661,101,560
22553f7c,1739043661.559825,111,563
22553f7c,1739043661.6023428,87,466
22553f7c,1739043661.647208,130,563
22553f7c,1739043661.690523,80,563
22553f7c,1739043661.734043,309,562
22553f7c,1739043661.7756312,312,552
