session_id,yaw,pitch,gaze_left_x,gaze_left_y,gaze_left_z,gaze_right_x,gaze_right_y,gaze_right_z,head_tx,head_ty,head_tz,head_roll,head_pitch,head_yaw,screen_x,screen_y
e79366c4,-0.038734950000000004,0.19897900000000002,0.0637302,0.17715799999999998,-0.9814265,-0.1365585,0.21894999999999998,-0.965484,-3.5218949999999998,33.56185,416.4825,-0.06363715,0.02471985,-0.0425874,1624,1051
e79366c4,0.03063145,0.11097950000000001,0.111573,0.08535029999999999,-0.9898830000000001,-0.053163249999999995,0.1362515,-0.989368,0.06842015,32.5118,417.1725,-0.0825304,-0.0186279,-0.0262913,855,553
e79366c4,0.0222963,0.0479538,0.0976087,0.0405721,-0.994454,-0.0509347,0.0558756,-0.997002,-0.0549488,30.8844,417.05,-0.095626,-0.0149779,-0.0265554,855,55
e79366c4,0.0463358,0.17727,0.163882,0.156499,-0.973963,-0.0726316,0.190091,-0.978534,-0.204885,31.7564,419.607,-0.0942265,-0.0186767,-0.0298287,855,1051
e79366c4,0.121259,0.107346,0.21678,0.0738129,-0.972809,0.0192168,0.138514,-0.989879,1.03089,31.1352,419.782,-0.107507,-0.0278883,-0.0199079,213,553
e79366c4,-0.0365956,0.0871905,0.0423267,0.0561728,-0.997612,-0.113391,0.119975,-0.986226,1.62731,30.6814,420.865,-0.106224,-0.0310637,-0.0296625,1496,553
fc578ffb,0.184634,0.013666,0.258029,0.0118688,-0.965776,0.1109,0.0158898,-0.993437,8.67261,29.7995,431.197,-0.135871,-0.0975774,-0.0256368,85,55
fc578ffb,-0.153438,0.0427364,-0.0831586,0.0352309,-0.995373,-0.220598,0.0514227,-0.972848,-5.8248,28.6298,432.619,-0.136508,0.121156,-0.0434103,1624,55
fc578ffb,0.114987,0.146281,0.22074,0.134213,-0.966524,0.0022899,0.152314,-0.987665,7.28857,30.5924,435.618,-0.14269,-0.0454999,-0.0231798,85,1051
fc578ffb,-0.0897276,0.130184,0.0113136,0.0975779,-0.995129,-0.182975,0.157882,-0.97025,-7.87099,32.6286,439.588,-0.126924,0.139317,-0.0223666,1624,1051
fc578ffb,-0.0154018,0.0812842,0.0621243,0.0537312,-0.996605,-0.0934584,0.109012,-0.989388,-1.46142,30.5145,436.187,-0.129566,0.107872,-0.046768,855,553
fc578ffb,-0.00575936,0.0116433,0.07043,0.00750358,-0.997372,-0.0781676,0.01447,-0.99652,-1.70364,28.9295,432.467,-0.144347,0.101171,-0.0481609,855,55
fc578ffb,0.00510617,0.143326,0.108662,0.118852,-0.986724,-0.0980636,0.168598,-0.980383,-1.2012,31.2434,436.731,-0.129127,0.0901705,-0.0503248,855,1051
fc578ffb,0.0818995,0.0765549,0.162842,0.0535583,-0.985157,-0.00333564,0.101786,-0.994669,3.46224,30.5749,436.236,-0.145516,0.0397436,-0.0328979,213,553
fc578ffb,-0.0891683,0.0800713,-0.0204241,0.053287,-0.998151,-0.161375,0.106674,-0.980936,0.904171,30.214,435.396,-0.136352,0.0806161,-0.0493273,1496,553
94f13b31,0.14564100000000002,0.043468900000000005,0.2236555,0.034473500000000004,-0.9740424999999999,0.06356400000000001,0.051889450000000004,-0.996613,18.84095,25.88325,420.7505,-0.09065015,-0.00310117,-0.00456206,85,55
94f13b31,-0.154809,0.0653088,-0.077815,0.0548379,-0.99505,-0.229585,0.0751384,-0.969964,18.0559,25.5755,420.089,-0.0876222,0.0226676,-0.0141705,1624,55
94f13b31,0.0723852,0.2117715,0.19039899999999998,0.2017675,-0.9616724999999999,-0.04963435,0.21408,-0.9752295,20.6734,26.78065,419.21799999999996,-0.08615475,-0.002811775,-0.0009344195,85,1051
94f13b31,-0.07253945,0.19880350000000002,0.0439152,0.1902105,-0.980433,-0.1862585,0.203264,-0.961633,18.22825,26.60175,417.9495,-0.0790805,0.0437989,-0.01743765,1624,1051
94f13b31,-0.0299871,0.136915,0.0471796,0.107257,-0.993085,-0.109841,0.167487,-0.9798,18.0982,26.6342,417.815,-0.0787328,0.046966,-0.0148508,855,553
94f13b31,-0.0287,0.0894947,0.0479002,0.0793944,-0.995697,-0.104098,0.10078,-0.989266,13.6082,27.8131,384.992,-0.0476835,0.086972,-0.0288201,855,55
94f13b31,-0.0193493,0.255193,0.107601,0.230323,-0.966649,-0.13976,0.268108,-0.952292,14.1512,31.436,391.387,-0.00946221,0.0782356,-0.0296721,855,1051
94f13b31,0.0880223,0.174107,0.181202,0.143895,-0.971633,-0.0134773,0.202528,-0.979269,18.4236,30.1571,393.548,-0.0299205,0.0188381,-0.01259,213,553
94f13b31,-0.139431,0.184753,-0.0636053,0.17331,-0.9814605000000001,-0.2109305,0.192236,-0.9585465,2.45309,29.1956,400.209,-0.018114949999999998,0.184285,-0.005966225,1496,553
7b0de874,0.269892,-0.0649784,0.3277955,-0.0610344,-0.942698,0.2050975,-0.06501255,-0.976444,-10.43685,64.1243,453.748,-0.22068949999999998,-0.1796515,-0.07619490000000001,85,55
7b0de874,-0.0659208,-0.0611184,-0.00137555,-0.0705814,-0.996792,-0.121971,-0.0498824,-0.989679,-29.8369,63.496,450.863,-0.248039,0.0321403,-0.0375796,1624,55
7b0de874,0.204379,0.0490276,0.311249,0.0416822,-0.949096,0.0892124,0.0489204,-0.99422,-15.2222,67.2823,452.328,-0.230265,-0.168299,-0.0222146,85,1051
7b0de874,0.00109989,0.0607497,0.106385,0.0501417,-0.992169,-0.103321,0.0655845,-0.992246,-25.1623,69.049,453.032,-0.211047,0.0251708,-0.00815903,1624,1051
7b0de874,0.0740993,-0.0193734,0.152919,-0.0321668,-0.987602,-0.00725185,-0.00283075,-0.999723,-20.4021,68.1692,453.241,-0.214549,-0.0224532,-0.00825108,855,553
7b0de874,0.0734526,-0.0723625,0.145539,-0.0721335,-0.986698,0.000259225,-0.0724004,-0.997242,-19.8962,66.9297,450.128,-0.223503,-0.0297456,-0.0107841,855,55
7b0de874,0.0875254,0.0475674,0.191632,0.0302939,-0.981073,-0.0176886,0.0608142,-0.997734,-20.6478,68.6587,452.987,-0.222967,-0.0335983,-0.0143819,855,1051
7b0de874,0.165691,-0.0142471,0.241171,-0.0260867,-0.970039,0.0855185,0.000815579,-0.996156,-18.2061,67.4825,455.277,-0.229446,-0.0532489,-0.00299328,213,553
7b0de874,-0.00802423,-0.0331078,0.0658356,-0.048505,-0.99627,-0.0816028,-0.0109962,-0.99646,-17.8981,67.264,454.223,-0.231926,-0.0560523,-0.00902417,1496,553
