session_id,timestamp,screen_x,screen_y
59bbc47f,1738990825.470208,1437,567
59bbc47f,1738990825.5204449,1471,551
59bbc47f,1738990825.5878222,1437,556
59bbc47f,1738990825.651432,1437,556
59bbc47f,1738990825.719414,1188,645
59bbc47f,1738990825.78041,1104,676
59bbc47f,1738990825.8480132,1051,587
59bbc47f,1738990825.915325,1090,546
59bbc47f,1738990825.982878,1041,626
59bbc47f,1738990826.044789,1090,546
59bbc47f,1738990826.1141639,1037,552
59bbc47f,1738990826.182003,678,113
59bbc47f,1738990826.240574,764,424
59bbc47f,1738990826.276434,459,461
59bbc47f,1738990826.306439,359,475
59bbc47f,1738990826.335598,456,470
59bbc47f,1738990826.3672588,385,440
59bbc47f,1738990826.399519,427,410
59bbc47f,1738990826.4381099,393,556
59bbc47f,1738990826.476892,382,556
59bbc47f,1738990826.512915,481,521
59bbc47f,1738990826.61122,315,551
59bbc47f,1738990826.69419,325,284
59bbc47f,1738990826.744619,127,252
59bbc47f,1738990826.789289,127,657
59bbc47f,1738990826.845303,127,262
59bbc47f,1738990826.8718789,127,262
59bbc47f,1738990826.901005,91,285
59bbc47f,1738990826.940714,91,327
59bbc47f,1738990826.9784262,91,327
59bbc47f,1738990827.0112698,91,327
59bbc47f,1738990827.048203,147,262
59bbc47f,1738990827.093894,147,262
59bbc47f,1738990827.1926332,147,617
59bbc47f,1738990827.281523,147,617
59bbc47f,1738990827.345571,147,262
59bbc47f,1738990827.391797,147,262
59bbc47f,1738990827.446801,149,262
59bbc47f,1738990827.4826372,149,307
59bbc47f,1738990827.552371,149,307
59bbc47f,1738990827.611275,149,307
59bbc47f,1738990827.64098,149,307
59bbc47f,1738990827.676057,149,307
59bbc47f,1738990827.711123,149,307
59bbc47f,1738990827.746506,149,134
59bbc47f,1738990827.7864919,157,134
59bbc47f,1738990827.860289,91,372
59bbc47f,1738990827.920025,170,794
59bbc47f,1738990827.983341,713,992
59bbc47f,1738990828.041756,89,697
59bbc47f,1738990828.0737479,77,326
59bbc47f,1738990828.103219,108,288
59bbc47f,1738990828.13493,73,313
59bbc47f,1738990828.17008,98,142
59bbc47f,1738990828.201843,99,127
59bbc47f,1738990828.237819,99,127
59bbc47f,1738990828.2838972,111,262
59bbc47f,1738990828.366142,80,707
59bbc47f,1738990828.435816,111,262
59bbc47f,1738990828.498944,129,262
59bbc47f,1738990828.552385,131,141
59bbc47f,1738990828.614018,124,123
59bbc47f,1738990828.682782,137,631
59bbc47f,1738990828.748994,137,631
59bbc47f,1738990828.81265,111,625
59bbc47f,1738990828.874165,106,141
59bbc47f,1738990828.904458,131,134
59bbc47f,1738990828.935682,124,123
59bbc47f,1738990828.975156,137,631
59bbc47f,1738990829.008223,137,631
59bbc47f,1738990829.0360541,111,262
59bbc47f,1738990829.069946,106,270
59bbc47f,1738990829.102208,131,307
59bbc47f,1738990829.1423051,137,678
59bbc47f,1738990829.17534,137,678
59bbc47f,1738990829.202668,111,625
59bbc47f,1738990829.236396,106,270
59bbc47f,1738990829.270398,129,270
59bbc47f,1738990829.307199,137,678
59bbc47f,1738990829.3407412,187,673
59bbc47f,1738990829.369714,133,631
59bbc47f,1738990829.403191,129,631
59bbc47f,1738990829.4370189,129,277
59bbc47f,1738990829.47547,187,673
59bbc47f,1738990829.511308,187,689
59bbc47f,1738990829.5448792,133,631
59bbc47f,1738990829.585094,106,277
59bbc47f,1738990829.667028,133,631
59bbc47f,1738990829.739369,176,702
59bbc47f,1738990829.81434,235,702
59bbc47f,1738990829.865945,126,770
59bbc47f,1738990829.923115,73,160
59bbc47f,1738990829.983542,81,138
59bbc47f,1738990830.050434,80,337
59bbc47f,1738990830.112652,81,170
59bbc47f,1738990830.141529,73,176
59bbc47f,1738990830.176183,80,337
59bbc47f,1738990830.210207,80,700
59bbc47f,1738990830.245745,77,177
59bbc47f,1738990830.2882502,73,176
59bbc47f,1738990830.373575,115,262
59bbc47f,1738990830.47649,115,631
59bbc47f,1738990830.5484958,81,694
59bbc47f,1738990830.598876,77,358
59bbc47f,1738990830.660796,187,586
59bbc47f,1738990830.7248352,165,586
59bbc47f,1738990830.783749,471,662
59bbc47f,1738990830.853441,486,696
59bbc47f,1738990830.9274921,454,701
59bbc47f,1738990830.9995809,615,701
59bbc47f,1738990831.068096,1119,817
59bbc47f,1738990831.1655629,1177,681
59bbc47f,1738990831.250253,1482,696
59bbc47f,1738990831.3103201,1487,688
59bbc47f,1738990831.368734,1651,541
59bbc47f,1738990831.430966,1566,186
59bbc47f,1738990831.493719,1587,170
