session_id,yaw,pitch,gaze_left_x,gaze_left_y,gaze_left_z,gaze_right_x,gaze_right_y,gaze_right_z,head_tx,head_ty,head_tz,head_roll,head_pitch,head_yaw,screen_x,screen_y
645620aa,0.00677899,-0.0326733,0.083334,-0.0376308,-0.995701,-0.0719227,-0.0269956,-0.996229,0.737938,54.1848,555.26,-0.143884,0.0209299,-0.018661,75,932
645620aa,-0.0557299,0.0111084,0.0254358,-0.00292613,-0.999543,-0.136983,0.0266158,-0.989574,-23.8881,63.7508,571.614,-0.0916986,0.128645,-0.0350441,1436,932
645620aa,0.0253672,0.0107609,0.102813,0.00408297,-0.994603,-0.05458,0.0182723,-0.998204,-5.75557,58.7436,559.162,-0.0966331,0.00150088,-0.0359468,756,491
645620aa,0.0438416,-0.047171649999999996,0.12301000000000001,-0.05153965,-0.9908465,-0.0363145,-0.04237555,-0.9984075,-6.71921,50.38395,558.742,-0.167994,-0.0136244,-0.05413,756,49
645620aa,0.03779715,0.1980395,0.14942149999999998,0.19871,-0.96645,-0.08330015,0.19263550000000002,-0.976778,-7.88266,73.6231,554.4165,-0.019917650000000002,-0.01058475,-0.0278373,756,932
645620aa,0.101678,0.0715468,0.177996,0.0874376,-0.969977,0.0234391,0.0520073,-0.990921,4.23726,70.6598,545.417,-0.0916996,-0.128008,0.0157873,189,491
645620aa,-0.07843159999999999,0.14123249999999998,0.01141675,0.131069,-0.9906515,-0.1686885,0.147919,-0.9742695,-49.60695,74.4981,533.723,-0.0635948,0.1935905,-0.0389264,1323,491
f6fd9616,-0.43905,0.174736,-0.343981,0.139631,-0.928291,-0.492217,0.175062,-0.852441,312.086,36.7034,626.163,0.148844,0.466313,-0.277266,75,49
f6fd9616,-0.447248,0.13828649999999998,-0.355201,0.10404050000000001,-0.928481,-0.4985815,0.1434985,-0.8535225,310.231,33.2859,629.751,0.1109765,0.47635099999999997,-0.26458950000000003,1436,49
f6fd9616,-0.4471425,0.14825300000000002,-0.35518649999999996,0.1128995,-0.9272945,-0.49880349999999996,0.1527695,-0.8534025000000001,308.387,34.809749999999994,631.7695,0.11973,0.4796585,-0.2714405,75,932
f6fd9616,-0.442127,0.159456,-0.350112,0.12379399999999999,-0.9280645000000001,-0.49347050000000003,0.16341050000000001,-0.8539615,307.967,36.0845,630.8979999999999,0.146567,0.4772745,-0.2997335,1436,932
f6fd9616,0.0487416,-0.0499148,0.117141,-0.0475373,-0.985999,-0.02431,-0.0518066,-0.993896,-3.97956,92.5306,680.628,-0.119856,-0.0280636,0.000155268,756,491
f6fd9616,0.05404325,-0.06480050000000001,0.129786,-0.06414685,-0.990048,-0.0218776,-0.065526,-0.9975605000000001,-4.30918,82.4348,614.6605,-0.16356300000000001,-0.0442947,0.0008601715,756,49
f6fd9616,0.0728067,0.00841734,0.151997,0.00709804,-0.988326,-0.00649422,0.00961921,-0.999195,-8.6765,91.5436,609.187,-0.0598686,-0.0657075,0.0149777,756,932
f6fd9616,0.129788,-0.0516707,0.205302,-0.0434005,-0.97599,0.0547368,-0.0564529,-0.995946,-14.5446,84.7502,603.765,-0.134215,-0.146122,-0.00258043,189,491
f6fd9616,0.0966147,-0.0577286,0.174228,-0.0602228,-0.982901,0.0175021,-0.0574136,-0.998023,-7.83682,80.0373,628.128,-0.147794,-0.100472,-0.0387842,1323,491
